Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Ελεαζαρ η η πηγη και η βατος,"Τουρνιε, Μισελ",2.50,8.16,https://www.protoporia.gr/toyrnie-misel-eleazar-h-h-phgh-kai-h-batos-metaxeirismeno-2229602563722.html
Ελεγειακο οδοιπορικο,"Αθανασιαδης, Τασος",2.95,8.16,https://www.protoporia.gr/a8anasiadhs-tasos-elegeiako-odoiporiko-metaxeirismeno-2229600504260.html
Ελεγχος ταυτοτητας,"Αλεξακης, Βασιλης",12.00,,https://www.protoporia.gr/ale3akhs-basilhs-elegxos-taytothtas-metaxeirismeno-2220002562100.html
Ελεγχος του νου με τη μεθοδο Σιλβα,"Miele, Philip",11.42,16.31,https://www.protoporia.gr/silva-jose-elegxos-toy-noy-me-th-me8odo-silba-metaxeirismeno-2229603920876.html
Ελεν,"Τροτσι, Αλεξαντερ",5.90,10.19,https://www.protoporia.gr/trotsi-ale3anter-elen-metaxeirismeno-2229608068269.html
Ελενα και Ορεστης,"Σαλπαδημου, Νικη",6.41,9.16,https://www.protoporia.gr/salpadhmoy-nikh-elena-kai-oresths-metaxeirismeno-2229608032703.html
Ελενα Μοραδο el enamorado,"Ζογκα, Αντιγονη",2.15,12.23,https://www.protoporia.gr/zogka-antigonh-elena-morado-el-enamorado-metaxeirismeno-2229600427255.html
Ελενη,"Γκατζογιαννης, Νικος",18.00,20.00,https://www.protoporia.gr/gkatzogiannhs-nikos-elenh-metaxeirismeno-2220002410074.html
Ελενη,"Γκατζογιαννης, Νικος",13.00,20.00,https://www.protoporia.gr/gkatzogiannhs-nikos-elenh-metaxeirismeno-2229608386486.html
Ελενη η ο Κανενας,"Γαλανακη, Ρεα",5.96,14.91,https://www.protoporia.gr/galanakh-rea-elenh-h-o-kanenas-metaxeirismeno-2229600335833.html
Ελενη η ο κανενας,"Γαλανακη, Ρεα",4.00,10.00,https://www.protoporia.gr/galanakh-rea-elenh-h-o-kanenas-metaxeirismeno-2229605035363.html
Ελενη Παπαδακη,"Μαρσαν, Πολυβιος",100.00,,https://www.protoporia.gr/marsan-polybios-elenh-papadakh-metaxeirism-2229600331620.html
"Ελενη, Λιοσιων 5Α","Σολδατος, Γιαννης",3.20,6.39,https://www.protoporia.gr/soldatos-giannhs-elenh-liosiwn-5a-metaxeirismeno-2229603222239.html
Ελεονωρα της Ακουιτανιας,"Γκαρθια Σαενθ ντε Ουρτουρι, Ευα",13.16,18.80,https://www.protoporia.gr/gkar8ia-saen8-nte-oyrtoyri-eya-eleonwra-ths-akoyitanias-metaxeirismeno-2226180142660.html
Ελευθερα,"Μιτεραν, Ντανιελ",9.22,18.44,https://www.protoporia.gr/miteran-ntaniel-eley8era-metaxeirismeno-2229602367559.html
Ελευθερα και απροκαταληπτα,"Χρυσοστομιδης, Σοφιανος",5.00,8.52,https://www.protoporia.gr/xrysostomidhs-sofianos-eley8era-kai-aprokatalhpta-metaxeirismeno-2221607293543.html
Ελευθερες μητερες,"Μπροννεν, Μπαρμπαρα",5.90,,https://www.protoporia.gr/mpronnen-mparmpara-eley8eres-mhteres-metaxeirismeno-2224008097055.html
Ελευθερη Ελλαδα - Η φωνη της αληθειας,"Ψιμουλη, Βασω",22.00,27.69,https://www.protoporia.gr/psimoylh-basw-eley8erh-ellada-h-fwnh-ths-alh8eias-metaxeirismeno-2229603103149.html
Ελευθερη πτωση,"Γκολντινγκ, Γουιλιαμ",6.00,12.00,https://www.protoporia.gr/gkolntingk-goyiliam-eley8erh-ptwsh-metaxeirism-2229607021029.html
Ελευθερη πτωση,"Μελιτας, Χαρης",2.00,6.00,https://www.protoporia.gr/melitas-xarhs-eley8erh-ptwsh-metaxeirismeno-2229609476940.html
Ελευθερη πτωση σαν σε ονειρο,"Persson, Leif G.",8.50,16.60,https://www.protoporia.gr/persson-leif-g-eley8erh-ptwsh-san-se-oneiro-metaxeirismeno-2229604968457.html
ΕΛΕΥΘΕΡΗ ΦΩΝΗ-,"Σταθοπουλος, Ιωαννης Π.",3.00,,https://www.protoporia.gr/sta8opoylos-iwannhs-p-eley8erh-fwnh-metaxeirismeno-2220001159011.html
Ελευθερια,"Φρανζεν, Τζοναθαν",21.60,24.00,https://www.protoporia.gr/franzen-tzona8an-eley8eria-metaxeirismeno-2229604106316.html
Ελευθερια - Η αρχη και το τελος,Κρισναμουρτι,12.70,15.96,https://www.protoporia.gr/krisnamoyrti-eley8eria-h-arxh-kai-to-telos-metaxeirismeno-2229600339909.html
Ελευθερια - Οχι αναρχια,"Νηλ, Α. Σ.",10.80,12.00,https://www.protoporia.gr/nhl-a-s-eley8eria-oxi-anarxia-metaxeirismeno-2229607458337.html
ΕΛΕΥΘΕΡΙΑ η Πως μια Γυναικα Παει στον παραδεισο,"Σπιξ, Χερμαν",7.00,,https://www.protoporia.gr/spi3-xerman-eley8eria-h-pws-mia-gynaika-paei-ston-paradeiso-metaxeirismeno-2220008483843.html
Ελευθερια και γλωσσα,"Ραμφος, Στελιος",12.50,25.24,https://www.protoporia.gr/ramfos-stelios-eley8eria-kai-glwssa-metaxeirismeno-2229605276056.html
Ελευθερια και δοξα,"Τζιτζικας, Γιωργος",5.00,10.00,https://www.protoporia.gr/tzitzikas-giwrgos-eley8eria-kai-do3a-metaxeirismeno-2229609480046.html
Ελευθερια και Δουλεια στον Αριστοτελη,"Μπαγιονας, Αυγουστος",7.15,15.99,https://www.protoporia.gr/mpagionas-aygoystos-eley8eria-kai-doyleia-ston-aristotelh-metaxeirismeno-2229607760881.html
Ελευθερια και εντολη,"Λεβινας, Εμμανουελ",4.20,10.70,https://www.protoporia.gr/lebinas-emmanoyel-eley8eria-kai-entolh-metaxeirismeno-2229600513293.html
Ελευθερια και κυριαρχια,"Δημητριου, Στεφανος",10.00,20.00,https://www.protoporia.gr/dhmhtrioy-stefanos-eley8eria-kai-kyriarxia-metaxeirismeno-2229604355042.html
Ελευθεριος Βενιζελος 1864-1936,,5.00,,https://www.protoporia.gr/-eley8erios-benizelos-1864-1936-metaxeirismeno-2220001166095.html
Ελευθεριος Βενιζελος 2 τομοι,"Παπαδακης, Νικολαος",40.00,,https://www.protoporia.gr/papadakhs-nikolaos-eley8erios-benizelos-2-tomoi-metaxeirismeno-2226188343908.html
Ελευθεριος Βενιζελος: Ο οραματιστης του εφικτου,"Βερεμης, Θανος Μ.",8.30,16.60,https://www.protoporia.gr/beremhs-8anos-m-eley8erios-benizelos-o-oramatisths-toy-efiktoy-metaxeirismeno-2226180311875.html
Ελευθεριος Κ. Βενιζελος (Δεμενο),"Προυκακης, Χαραλαμπος",11.90,22.32,https://www.protoporia.gr/proykakhs-xaralampos-eley8erios-k-benizelos-demeno-metaxeirismeno-2229603940805.html
Ελευθεροι φυλακισμενοι,"Μακρη, Βικτωρια",7.80,15.28,https://www.protoporia.gr/makrh-biktwria-eley8eroi-fylakismenoi-metaxeirismeno-2229604532405.html
Ελευθερον το ευψυχον,"Παπαθεμελης, Στελιος",4.45,26.61,https://www.protoporia.gr/papa8emelhs-stelios-eley8eron-to-eypsyxon-metaxeirismeno-2229600344040.html
Ελευθερος ειναι μονο αυτος που ονειρευεται,"Heine, E. W.",2.75,11.21,https://www.protoporia.gr/heine-e-w-eley8eros-einai-mono-aytos-poy-oneireyetai-metaxeirismeno-2229603920029.html
Ελευθερος κοσμος,"Ash, Timothy Garton",5.45,20.39,https://www.protoporia.gr/ash-timothy-garton-eley8eros-kosmos-metaxeirismeno-2229604350788.html
Ελευθερος σκοπευτης,"Παπαθανασης, Ηλιας",2.00,7.90,https://www.protoporia.gr/papa8anashs-hlias-eley8eros-skopeyths-metaxeirismeno-2229609964287.html
Ελθετω η βασιλεια σου,"Ροιλος, Λαμπρος",4.00,12.23,https://www.protoporia.gr/roilos-lampros-el8etw-h-basileia-soy-metaxeirismeno-2229607136914.html
Ελια and ρυζι. Αρχαια Ελλαδα και αρχαια Κινα στο ιδιο τραπεζι,"Φωτιαδης, Νικος",9.05,18.25,https://www.protoporia.gr/giwths-ale3andros-a-elia-and-ryzi-arxaia-ellada-kai-arxaia-kina-sto-idio-trapezi-metaxeirismeno-2229606610934.html
"Ελιζα, η η αληθινη ζωη","Ετσερελι, Κλερ",4.00,15.00,https://www.protoporia.gr/etsereli-kler-eliza-h-h-alh8inh-zwh-metaxeirismeno-2229607984768.html
Ελιζαμπεθ Κοστελο,"Κουτσυ, Τζ. Μ.",14.54,18.17,https://www.protoporia.gr/koytsy-tz-m-elizampe8-kostelo-metaxe1rismeno-2229607951296.html
Ελιλου η κουκλα του θανατου,"Aubert, Brigitte",12.50,15.00,https://www.protoporia.gr/aubert-brigitte-eliloy-h-koykla-toy-8anatoy-metaxeirism-2229603756857.html
Ελινα,"Εγκμπουνα, Ομπι",2.00,8.70,https://www.protoporia.gr/egkmpoyna-ompi-elina-metaxeirismeno-2220002361475.html
ΕΛΙΤΡΟΧΟΣ-,,5.00,,https://www.protoporia.gr/-elitroxos-metaxeirismeno-2220001160598.html
Ελιφ,"Ραζη, Αννα",11.20,16.00,https://www.protoporia.gr/razh-anna-elif-metaxeirismeno-2226188117172.html
Ελλα,"Γκελερ, Γιουρι",6.09,12.17,https://www.protoporia.gr/gkeler-gioyri-ella-metaxeirismeno-2220008126047.html
Ελλαδα - Κινα,"McCabe, Robert",12.90,32.00,https://www.protoporia.gr/mccabe-robert-ellada-kina-metaxeirismeno-2229601647300.html
Ελλαδα - Σμυρνη... το χαμενο ονειρο,"Καπρανος, Γιωργος",7.50,15.00,https://www.protoporia.gr/kapranos-giwrgos-ellada-smyrnh-to-xameno-oneiro-metaxeirismeno-2229604268427.html
Ελλαδα 1941-1945 πολεμος των χωρικων και κοινωνικη επανασταση,"Κουτσουμπος, Θεοδωρος",5.00,9.54,https://www.protoporia.gr/koytsoympos-8eodwros-ellada-1941-1945-polemos-twn-xwrikwn-kai-koinwnikh-epanastash-metaxeirismeno-2226188229509.html
Ελλαδα 20ος αιωνας 1980-1990 (Β τομος),,3.00,10.00,https://www.protoporia.gr/-ellada-20os-aiwnas-1980-1990-b-tomos-metaxeirismeno-2229608214369.html
Ελλαδα 20ος αιωνας 1990-2000 (Β τομος),,3.00,10.00,https://www.protoporia.gr/-ellada-20os-aiwnas-1990-2000-b-tomos-metaxeirismeno-2229608214383.html
Ελλαδα γη αγαπημενη των θεων,"Puaux, Rene",17.00,26.50,https://www.protoporia.gr/puaux-rene-ellada-gh-agaphmenh-twn-8ewn-metaxeirismeno-2229602063710.html
Ελλαδα διαδρομη αιωνων,"Παναρετου, Αννιτα Π.",29.90,71.33,https://www.protoporia.gr/panaretoy-annita-p-ellada-diadromh-aiwnwn-metaxeirismeno-2229608326048.html
Ελλαδα ειναι ολη η γη,"Σκαρλη, Πεπη",8.00,15.98,https://www.protoporia.gr/skarlh-peph-ellada-einai-olh-h-gh-metaxeirismeno-2229603161224.html
Ελλαδα Ευρωπη Κοσμος στον 21ο αιωνα,Συλλογικο,18.00,20.00,https://www.protoporia.gr/syllogiko-ellada-eyrwph-kosmos-ston-21o-aiwna-metaxeirismeno-2229607057622.html
ΕΛΛΑΔΑ Η ΠΡΩΤΗ ΝΙΚΗ 1940-41,,5.00,,https://www.protoporia.gr/-ellada-h-prwth-nikh-1940-41-metaxeirismeno-2229604692444.html
Ελλαδα και Ευρωπαικη ενοποιηση,"Μαραβεγιας, Ναπολεων",17.00,33.92,https://www.protoporia.gr/marabegias-napolewn-ellada-kai-eyrwpaikh-enopoihsh-metaxeirismeno-2229606619821.html
Ελλαδα και Μαης μαζι,"Γουλφ, Βιρτζινια",7.20,8.00,https://www.protoporia.gr/goylf-birtzinia-ellada-kai-mahs-mazi-metaxeirismeno-2220001700350.html
Ελλαδα και μειονοτητες,"Διβανη, Λενα",6.50,12.51,https://www.protoporia.gr/dibanh-lena-ellada-kai-meionothtes-metaxeirismeno-2229602112296.html
ΕΛΛΑΔΑ Τ1-,,9.00,,https://www.protoporia.gr/-ellada-t1-metaxeirismeno-2229604861147.html
ΕΛΛΑΔΑ Τ2-,,9.00,,https://www.protoporia.gr/-ellada-t2-metaxeirismeno-2229604861154.html
ΕΛΛΑΔΑ Τ3-,,9.00,,https://www.protoporia.gr/-ellada-t3-metaxeirismeno-2229604861161.html
ΕΛΛΑΔΑ Τ4-,,9.00,,https://www.protoporia.gr/-ellada-t4-metaxeirismeno-2229604861178.html
ΕΛΛΑΔΑ Τ5-,,9.00,,https://www.protoporia.gr/-ellada-t5-metaxeirismeno-2229604861185.html
"Ελλαδα, Αλβανια, Κοσσυφοπεδιο 1912-1998","Αντωνοπουλος, Ηλιας",15.90,20.00,https://www.protoporia.gr/antwnopoylos-hlias-ellada-albania-kossyfopedio-1912-1998-metaxeirismeno-2229604101151.html
"Ελλαδα, αρχαικη εποχη. Απο τον 7ο εως τον 5ο αιωνα π.Χ.",,3.00,4.90,https://www.protoporia.gr/-ellada-arxaikh-epoxh-apo-ton-7o-ews-ton-5o-aiwna-p-x-metaxeirismeno-2229606709904.html
ελλαδα-εοκ-,"Μαρδας, Δημητρης",10.00,,https://www.protoporia.gr/mardas-dhmhtrhs-ellada-eok-metaxeirismeno-2220001161311.html
"Ελλαδα. Μεσα απο εικονες, περιγραφες και ιστορικα στοιχεια","Wordsworth, Christopher",12.70,31.80,https://www.protoporia.gr/wordsworth-christopher-ellada-mesa-apo-eikones-perigrafes-kai-istorika-stoixeia-metaxeirismeno-2229606705883.html
Ελλαδιτου περιηγησις,"Κορμαλης, Αθανασιος",5.00,10.65,https://www.protoporia.gr/kormalhs-a8anasios-elladitoy-perihghsis-metaxeirismeno-2221605221562.html
Ελλαδος εγκωμιον,"Λεκακης, Γιωργος",5.08,10.15,https://www.protoporia.gr/lekakhs-giwrgos-ellados-egkwmion-metaxeirismeno-2229606851191.html
Ελλαδος ελασσων ιστορια,"Ολαγια, Πεδρο",26.50,53.50,https://www.protoporia.gr/olagia-pedro-ellados-elasswn-istoria-metaxeirismeno-2229606920170.html
Ελλαδος περιηγησις 4 Μεσσηνιακα,Παυσανιας,5.30,10.65,https://www.protoporia.gr/paysanias-ellados-perihghsis-4-messhniaka-metaxeirismeno-2229603521004.html
Ελλαδος περιηγησις 7 Αρκαδικα,Παυσανιας,5.80,11.70,https://www.protoporia.gr/paysanias-ellados-perihghsis-7-arkadika-metaxeirismeno-2229603521035.html
"Ελλας - Τουρκια, εμπρος ολοταχως για το 1930","Τσαλουχιδης, Γιαννης",12.00,29.03,https://www.protoporia.gr/tsaloyxidhs-giannhs-ellas-toyrkia-empros-olotaxws-gia-to-1930-metaxeirismeno-2229603432805.html
Ελλας 1821 (Hellas),"Shelley, P. B.",10.00,10.65,https://www.protoporia.gr/shelley-p-b-ellas-1821-hellas-metaxeirismeno-2229607133111.html
Ελλας Ανωθεν,"Δανιηλιδης, Νικος",40.00,115.00,https://www.protoporia.gr/danihlidhs-nikos-ellas-anw8en-metaxeirismeno-2229608033229.html
Ελλας ατλας οδηγος-ΠΑΛΙΟΣ-,,13.93,23.22,https://www.protoporia.gr/-ellas-atlas-odhgos-palios-metaxeirismeno-2229608608014.html
"Ελλας, Ευρωπη, Παναθηναικος!","Κιτροεφ, Αλεξανδρος",10.00,25.24,https://www.protoporia.gr/kitroef-ale3andros-ellas-eyrwph-pana8hnaikos-metaxeirismeno-2220981457978.html
Ελλειψη χωρου,"Σταματελου, Νονη",3.40,8.50,https://www.protoporia.gr/stamateloy-nonh-elleipsh-xwroy-metaxeirismeno-2229605910219.html
Ελλη,ΒΑΣΙΛΕΙΟΥ ΕΛΛΗ,4.25,8.50,https://www.protoporia.gr/basileioy-ellh-ellh-metaxeirismeno-2229604901454.html
Ελλη Λαμπετη,"Γερμανος, Φρεντυ",12.00,,https://www.protoporia.gr/germanos-frenty-ellh-lampeth-metaxeirism-2229600342725.html
Ελλη Λαμπετη,"Ηλιαδης, Φριξος",8.00,19.90,https://www.protoporia.gr/hliadhs-fri3os-ellh-lampeth-metaxeirismeno-2229608228793.html
Ελλη Λαμπετη Η τελευταια παρασταση,"Μπιουμπι, Φριντα",5.50,20.39,https://www.protoporia.gr/mpioympi-frinta-ellh-lampeth-h-teleytaia-parastash-metaxeirismeno-2229602561353.html
"Ελληνας, Εβραιος και αριστερος","Μπουρλας, Μωυσης Μιχαηλ",6.39,12.78,https://www.protoporia.gr/mpoyrlas-mwyshs-mixahl-ellhnas-ebraios-kai-aristeros-metaxeirismeno-2229608480740.html
Ελληνες ζωγραφοι απο τη συλλογη της Εθνικης Τραπεζας,"Μεντζαφου-Πολυζου, Ολγα",50.00,50.96,https://www.protoporia.gr/mentzafoy-polyzoy-olga-ellhnes-zwgrafoi-apo-th-syllogh-ths-e8nikhs-trapezas-metaxeirismeno-2229608614671.html
Ελληνες ηθοποιοι της φθαρτης αθανασιας,Συλλογικο,8.52,21.30,https://www.protoporia.gr/syllogiko-ellhnes-h8opoioi-ths-f8arths-a8anasias-metaxeirismeno-2229600342732.html
Ελληνες και Νεοελληνες,"Ραφαηλιδης, Βασιλης",11.20,14.00,https://www.protoporia.gr/rafahlidhs-basilhs-ellhnes-kai-neoellhnes-metaxeirismeno-2220001154429.html
Ελληνες και Ταλιμπαν,"Ραμφος, Στελιος",2.50,7.42,https://www.protoporia.gr/ramfos-stelios-ellhnes-kai-talimpan-metaxeirismeno-2229605272157.html
Ελληνες καλλιτεχνες,"Καζαζη, Σοφια",6.00,18.67,https://www.protoporia.gr/kazazh-sofia-ellhnes-kallitexnes-metaxeirismeno-2220007771057.html
Ελληνες καραγκιοζοπαικτες πισω απο τα φωτα του μπερντε,"Τσιπηρας, Κωστας",10.82,19.68,https://www.protoporia.gr/tsiphras-kwstas-ellhnes-karagkiozopaiktes-pisw-apo-ta-fwta-toy-mpernte-metaxeirismeno-2229608228182.html
Ελληνες στην ανακαλυψη και εξερευνηση της Αμερικης,"Λαζος, Χρηστος Δ.",5.90,14.27,https://www.protoporia.gr/lazos-xrhstos-d-ellhnes-sthn-anakalypsh-kai-e3ereynhsh-ths-amerikhs-metaxeirismeno-2229607267151.html
Ελληνες στρατιωτες και Μικρασιατικη εκστρατεια,Συλλογικο,17.50,25.00,https://www.protoporia.gr/syllogiko-ellhnes-stratiwtes-kai-mikrasiatikh-ekstrateia-metaxeirismeno-2229600518465.html
Ελληνιδες σε Ναζιστικα στρατοπεδα,"Τσισκακη-Γαλιατσου, Μαρια",8.00,10.60,https://www.protoporia.gr/tsiskakh-galiatsoy-maria-ellhnides-se-nazistika-stratopeda-metaxeirismeno-2229608598513.html
Ελληνικα EXCEL/WIN 95 βημα προς βημα,Catapult,20.00,,https://www.protoporia.gr/catapult-ellhnika-excel-win-95-bhma-pros-bhma-metaxeirismeno-2229603320591.html
Ελληνικα Windows 95 ευκολα,"Plumley, Sue",4.50,15.98,https://www.protoporia.gr/plumley-sue-ellhnika-windows-95-eykola-metaxeirismeno-2229602092789.html
"Ελληνικα Α, Β, Γ",Ξενοφων,11.00,22.36,https://www.protoporia.gr/3enofwn-ellhnika-a-b-g-metaxeirismeno-2229607760836.html
Ελληνικα δημοτικα τραγουδια Ι,"Φωριελ, Κλωντ",19.00,,https://www.protoporia.gr/fwriel-klwnt-ellhnika-dhmotika-tragoydia-i-metaxeirismeno-2229605240668.html
Ελληνικα διηγηματα,Συλλογικο,9.45,25.98,https://www.protoporia.gr/syllogiko-ellhnika-dihghmata-metaxeirismeno-2229601611288.html
Ελληνικα διηγηματα 2,"Παπαδιαμαντης, Αλεξανδρος",4.59,7.65,https://www.protoporia.gr/karkabitsas-andreas-ellhnika-dihghmata-2-metaxeirismeno-2229604124501.html
Ελληνικα εγκληματα 4,Συλλογικο,13.90,21.30,https://www.protoporia.gr/syllogiko-ellhnika-egklhmata-4-metaxeirismeno-2229600353172.html
Ελληνικα εγκληματα 6,Συλλογικο,10.50,15.00,https://www.protoporia.gr/syllogiko-ellhnika-egklhmata-6-metaxeirismeno-2229600369920.html
Ελληνικα επωνυμα τοπικα προιοντα,,2.90,10.00,https://www.protoporia.gr/-ellhnika-epwnyma-topika-proionta-metaxeirismeno-2220009281004.html
Ελληνικα ιστορια της γλωσσας και των ομιλητων της,"Χορροκς, Τζεφρυ",17.00,45.13,https://www.protoporia.gr/xorroks-tzefry-ellhnika-istoria-ths-glwssas-kai-twn-omilhtwn-ths-metaxeirismeno-2229600512425.html
Ελληνικα κρασια,"Γεωργοπουλος, Σιμος",4.00,11.66,https://www.protoporia.gr/gewrgopoylos-simos-ellhnika-krasia-metaxeirismeno-2229603770471.html
Ελληνικα μουσικα οργανα,"Καρακασης, Σταυρος",18.00,20.00,https://www.protoporia.gr/karakashs-stayros-ellhnika-moysika-organa-metaxeirismeno-2220003140116.html
Ελληνικα ολοκαυτωματα,"Κοσσιωρης, Χρηστος Π.",6.39,10.65,https://www.protoporia.gr/kossiwrhs-xrhstos-p-ellhnika-olokaytwmata-metaxeirismeno-2229608358865.html
Ελληνικα παραμυθια Ι,"Αγγελοπουλου, Αννα",5.00,16.31,https://www.protoporia.gr/aggelopoyloy-anna-ellhnika-paramy8ia-i-metaxeirismeno-2229600503768.html
Ελληνικα παραμυθια ΙΙ,"Μεγας, Γεωργιος",5.00,13.24,https://www.protoporia.gr/megas-gewrgios-ellhnika-paramy8ia-ii-metaxeirismeno-2229605035806.html
Ελληνικες αρχαιοτητες στο μουσειο του Λουβρου,"Σαμαρα-Καουφμαν, Αλικη",35.00,78.48,https://www.protoporia.gr/samara-kaoyfman-alikh-ellhnikes-arxaiothtes-sto-moyseio-toy-loybroy-metaxeirismeno-2229605003591.html
Ελληνικες γιορτες ΙΙ,Συλλογικο,4.90,26.50,https://www.protoporia.gr/syllogiko-ellhnikes-giortes-ii-metaxeirismeno-2229602062997.html
Ελληνικη Microsoft Access 2002 βημα βημα,Συλλογικο,2.50,29.50,https://www.protoporia.gr/syllogiko-ellhnikh-microsoft-access-2002-bhma-bhma-metaxeirismeno-2229602095261.html
Ελληνικη Αγωγη Εργασιαι σπουδαστων,"Τζιροπουλου-Ευσταθιου, Αννα",15.96,,https://www.protoporia.gr/tziropoyloy-eysta8ioy-anna-ellhnikh-agwgh-ergasiai-spoydastwn-metaxeirismeno-2229603161088.html
Ελληνικη αποτρεπτικη στρατηγικη,"Πλατιας, Αθανασιος",5.00,10.55,https://www.protoporia.gr/hfaistos-panagiwths-ellhnikh-apotreptikh-strathgikh-metaxeirismeno-2221600209688.html
Ελληνικη αυτοκινηση 1900 - 1940,"Καφαογλου, Ηλιας",10.90,22.00,https://www.protoporia.gr/kafaogloy-hlias-ellhnikh-aytokinhsh-1900-1940-metaxeirismeno-2229601703280.html
Ελληνικη βιβλιογραφια για τη φωτογραφια (1893-1996),"Γιαννιτσιου, Ελενη",4.00,11.41,https://www.protoporia.gr/giannitsioy-elenh-ellhnikh-bibliografia-gia-th-fwtografia-1893-1996-metaxeirismeno-2229607095235.html
Ελληνικη γλωσσα,"Μπαμπινιωτης, Γεωργιος",11.95,31.85,https://www.protoporia.gr/mpampiniwths-gewrgios-ellhnikh-glwssa-metaxeirismeno-2229600104606.html
Ελληνικη δημοκρατια,"Ζουραρις, Κωστας",11.00,22.00,https://www.protoporia.gr/zoyraris-kwstas-ellhnikh-dhmokratia-metaxeirismeno-2229605277008.html
Ελληνικη διασπορα,"Σκανδαλακης, Παναγιωτης",9.00,,https://www.protoporia.gr/skandalakhs-panagiwths-ellhnikh-diaspora-metaxeirismeno-2229608092448.html
Ελληνικη επιθεωρηση πολιτικης επιστημης 26,Συλλογικο,4.06,8.12,https://www.protoporia.gr/syllogiko-ellhnikh-epi8ewrhsh-politikhs-episthmhs-26-metaxeirismeno-2220003100257.html
Ελληνικη Επιθεωρηση Πολιτικης Επιστημης 30,Περιοδικο,5.10,10.20,https://www.protoporia.gr/periodiko-ellhnikh-epi8ewrhsh-politikhs-episthmhs-30-metaxeirismeno-2220003100356.html
Ελληνικη εποποιια (1940-1941),"Τερζακης, Αγγελος",15.40,19.36,https://www.protoporia.gr/terzakhs-aggelos-ellhnikh-epopoiia-1940-1941-metaxeirismeno-2229600508718.html
Ελληνικη Εποποιια 1940-41,"Τερζακης, Αγγελος",15.00,,https://www.protoporia.gr/terzakhs-aggelos-ellhnikh-epopoiia-1940-41-metaxeiris-2220001156669.html
Ελληνικη ιστορια (22),Συλλογικο,31.95,45.64,https://www.protoporia.gr/syllogiko-ellhnikh-istoria-22-metaxeirismeno-2229602132607.html
Ελληνικη και ρωμαικη γλυπτικη απο τις συλλογες του μουσειου Μπενακη,Συλλογικο,39.00,75.41,https://www.protoporia.gr/syllogiko-ellhnikh-kai-rwmaikh-glyptikh-apo-tis-sylloges-toy-moyseioy-mpenakh-metaxeirismeno-2229602042548.html
Ελληνικη κιβωτος,"Ανδρονικος, Μανολης",15.62,,https://www.protoporia.gr/andronikos-manolhs-ellhnikh-kibwtos-metaxeirismeno-2229600312568.html
Ελληνικη Κοινωνια και Οικονομια ΙΗ και ΙΘ αιωνες,"Ασδραχας, Σπυρος Ι.",11.00,15.00,https://www.protoporia.gr/asdraxas-spyros-i-ellhnikh-koinwnia-kai-oikonomia-ih-kai-i8-aiwnes-metaxeirismeno-2220003201657.html
Ελληνικη κριση,"Χιονης, Διονυσιος Π.",7.45,14.90,https://www.protoporia.gr/xionhs-dionysios-p-ellhnikh-krish-metaxeirismeno-2229604910944.html
Ελληνικη λαογραφια Ηθη και εθιμα,"Μερακλης, Μιχαλης Γ.",6.39,10.65,https://www.protoporia.gr/meraklhs-mixalhs-g-ellhnikh-laografia-h8h-kai-e8ima-metaxeirismeno-2229602101795.html
Ελληνικη λογοτεχνια,"Αλεξιου, Στυλιανος",23.85,50.88,https://www.protoporia.gr/ale3ioy-stylianos-ellhnikh-logotexnia-metaxeirismeno-2229602692293.html
Ελληνικη Μεσογειακη Κουζινα,Ρενα της Φτελιας,16.59,27.65,https://www.protoporia.gr/rena-ths-ftelias-ellhnikh-mesogeiakh-koyzina-metaxeirismeno-2229601405689.html
Ελληνικη Μυθολογια,"Decharme, Paul",35.00,,https://www.protoporia.gr/decharme-paul-ellhnikh-my8ologia-metaxeirismeno-2220001150353.html
Ελληνικη Μυθολογια (2 τομοι),"Ρισπεν, Ζαν",35.00,,https://www.protoporia.gr/rispen-zan-ellhnikh-my8ologia-2-tomoi-metaxeirismeno-2220001168310.html
Ελληνικη Μυθολογια (5 τομοι),Συλλογικο,60.00,243.43,https://www.protoporia.gr/syllogiko-ellhnikh-my8ologia-5-tomoi-metaxeirismeno-2229602131525.html
Ελληνικη μυθολογια (Τρισδιαστατα επιτραπεζια παιχνιδια),,13.50,16.70,https://www.protoporia.gr/-ellhnikh-my8ologia-trisdiastata-epitrapezia-paixnidia-metaxeirismeno-2229604233319.html
ΕΛΛΗΝΙΚΗ ΜΥΘΟΛΟΓΙΑ ΓΙΑ ΠΑΙΔΙΑ 1-,"Λαουταρη, Αννα",2.00,,https://www.protoporia.gr/laoytarh-anna-ellhnikh-my8ologia-gia-paidia-1-metaxeirismeno-2220001128666.html
Ελληνικη μυθολογια Θεοι και ηρωες - Τρωικος πολεμος - Οδυσσεια,"Σερβη, Κατερινα",5.00,10.00,https://www.protoporia.gr/serbh-katerina-ellhnikh-my8ologia-8eoi-kai-hrwes-trwikos-polemos-odysseia-metaxeirismeno-2229602133727.html
Ελληνικη μυθολογια και τελετουργια,"Burkert, Walter",7.90,15.79,https://www.protoporia.gr/burkert-walter-ellhnikh-my8ologia-kai-teletoyrgia-metaxeirismeno-2229602500741.html
Ελληνικη νομαρχια ητοι λογος περι ελευθεριας,Ανωνυμου του Ελληνος,8.00,,https://www.protoporia.gr/anwnymoy-toy-ellhnos-ellhnikh-nomarxia-htoi-logos-peri-eley8erias-metax-2229602820061.html
